Rank,Ticker,Name,Period,Group,EBIT_TTM,EBIT_Estimated,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score,FinansmanGideri_EBIT_%,DebtShareOfCapital_%
11,INVES,"INVES - Investco Holding 
	Hisse Senedi",2026/6,June,13.215.978.559,False,144.411.600.000,0.091516045518504,0.3076987800494339,149.062,-4.651,59.609.521,1.5,25.0,6.0,31.0,0.5,-10.8
12,TRENJ,"TRENJ - TR Doğal Enerji Kaynakları 
	Hisse Senedi",2026/6,June,7.207.747.000,False,5.617.841.487,1.2830100344086328,0.1211997691675427,26.602,-20.984,55.684.000,4.0,1.0,31.0,32.0,0.8,-35.3
13,TBORG,"TBORG - Tuborg 
	Hisse Senedi",2026/6,June,6.196.509.000,False,40.110.167.938,0.1544872364919367,0.1885925202242472,41.733,-1.622,3.257.057.000,0.7,13.0,19.0,32.0,52.6,-4.9
14,MPARK,"MPARK - MLP Sağlık Hizmetleri 
	Hisse Senedi",2026/6,June,9.913.209.000,False,96.674.879.224,0.1025417262439182,0.2113348066695031,83.425,13.250,5.498.412.000,6.1,22.0,14.0,36.0,55.5,28.2
15,TRMET,"TRMET - TR Anadolu Metal 
	Hisse Senedi",2026/6,June,7.184.466.000,False,28.899.540.000,0.2486013964236109,0.1201019784213612,50.644,-21.745,,15.9,4.0,32.0,36.0,,-36.4
16,TCELL,"TCELL - Turkcell 
	Hisse Senedi",2026/6,June,50.457.954.000,False,310.700.700.000,0.1624005159949752,0.1404952797533016,213.840,96.861,36.241.898.000,61.6,11.0,26.0,37.0,71.8,27.0
17,TUPRS,"TUPRS - Tüpraş 
	Hisse Senedi",2026/6,June,82.511.223.000,False,673.237.563.266,0.122558852182555,0.1576487097907291,803.955,-130.718,24.317.996.000,196.2,15.0,22.0,37.0,29.5,-25.0
18,ULKER,"ULKER - Ülker Bisküvi 
	Hisse Senedi",2026/6,June,12.416.232.000,False,74.413.237.312,0.1668551516964349,0.1235408883297503,32.312,42.102,15.752.359.000,12.5,9.0,30.0,39.0,126.9,41.9
19,GUBRF,"GUBRF - Gübre Fabrikaları 
	Hisse Senedi",2026/6,June,11.030.589.703,False,142.822.400.000,0.0772329109649466,0.2425717543905524,148.129,-5.307,2.423.152.636,30.3,29.0,10.0,39.0,22.0,-11.7
20,DOHOL,"DOHOL - Doğan Holding 
	Hisse Senedi",2026/6,June,11.026.854.000,False,9.493.821.038,1.1614769180534987,0.1060213623903336,52.863,-43.370,9.726.593.000,5.2,2.0,38.0,40.0,88.2,-41.7
21,HEDEF,"HEDEF - Hedef Holding 
	Hisse Senedi",2026/6,June,2.881.775.838,False,59.028.400.000,0.0488201583983302,0.3662172590973192,58.050,978,67.097.377,13.3,43.0,1.0,44.0,2.3,12.4
22,OYAKC,"OYAKC - Oyak Çimento 
	Hisse Senedi",2026/6,June,10.102.534.000,False,87.452.446.817,0.1155203126698836,0.1460152384039612,98.205,-10.753,1.682.447.000,8.4,20.0,25.0,45.0,16.7,-15.5
23,EUPWR,"EUPWR - Europower Enerji 
	Hisse Senedi",2026/6,June,3.233.811.000,False,44.092.000.000,0.0733423523541685,0.1914395699947289,41.151,2.941,207.564.000,42.3,30.0,18.0,48.0,6.4,17.4
24,GENIL,"GENIL - Gen İlaç 
	Hisse Senedi",2026/6,June,2.718.310.756,False,41.815.100.000,0.0650078740933299,0.2199524000242985,36.720,5.095,1.323.469.361,10.0,38.0,12.0,50.0,48.7,41.2
25,ASTOR,"ASTOR - Astor Enerji 
	Hisse Senedi",2026/6,June,11.095.868.713,False,238.070.100.000,0.0466075694217795,0.250691893898908,247.504,-9.434,1.474.499.832,204.9,45.0,9.0,54.0,13.3,-21.3
26,GLRMK,"GLRMK - Gülermak Ağır Sanayi 
	Hisse Senedi",2026/6,June,5.418.533.643,False,44.780.300.000,0.1210026204156738,0.109466610434349,45.164,-384,1.645.441.270,15.3,18.0,37.0,55.0,30.4,-0.8
27,CWENE,"CWENE - Cw Enerji 
	Hisse Senedi",2026/6,June,2.885.181.811,False,35.175.765.415,0.0820218629777487,0.1268072742801708,25.750,9.426,2.546.088.301,59.8,26.0,29.0,55.0,88.2,41.4
28,BRYAT,"BRYAT - Borusan Yatırım 
	Hisse Senedi",2026/6,June,4.163.923.318,False,43.413.050.000,0.0959140930664857,0.119864435249908,44.156,-743,,2.2,24.0,33.0,57.0,,-2.1
29,SELEC,"SELEC - Selçuk Ecza Deposu 
	Hisse Senedi",2026/6,June,7.267.176.484,False,124.407.200.000,0.0584144364956369,0.1924877952282388,132.211,-7.804,798.396.927,22.4,40.0,17.0,57.0,11.0,-20.7
30,GLYHO,"GLYHO - Global Yatırım Holding 
	Hisse Senedi",2026/6,June,6.850.712.606,False,97.363.000.000,0.0703625874921684,0.1378048929509385,29.894,67.470,4.108.323.303,1.2,34.0,27.0,61.0,60.0,135.7
31,ARMGD,"ARMGD - Armada Gıda 
	Hisse Senedi",2026/6,June,2.134.727.930,False,47.489.848.290,0.0449512476217787,0.1949223304141951,42.052,5.438,1.186.724.645,5.2,48.0,15.0,63.0,55.6,49.7
32,DOAS,"DOAS - Doğuş Otomotiv 
	Hisse Senedi",2026/6,June,7.663.350.000,False,66.239.300.000,0.1156918928793027,0.0840936725391831,34.012,32.227,9.457.316.000,3.5,19.0,46.0,65.0,123.4,35.4
33,AKSA,"AKSA - Aksa 
	Hisse Senedi",2026/6,June,4.624.381.000,False,65.248.350.000,0.0708735316678506,0.1109018575921631,42.152,23.096,5.882.204.000,5.4,33.0,36.0,69.0,127.2,55.4
34,TRALT,"TRALT - Türk Altın 
	Hisse Senedi",2026/6,June,7.386.617.000,False,139.283.500.000,0.0530329651394458,0.1313715621221226,160.766,-21.482,,128.5,42.0,28.0,70.0,,-38.2
35,AHGAZ,"AHGAZ - Ahlatçı Doğalgaz 
	Hisse Senedi",2026/6,June,12.379.245.880,False,173.232.200.000,0.0714604206377336,0.1049528879483869,108.576,64.656,1.291.438.011,4.4,32.0,39.0,71.0,10.4,54.8
36,RYSAS,"RYSAS - Reysaş Taşımacılık 
	Hisse Senedi",2026/6,June,4.127.927.783,False,52.577.300.000,0.0785115968868694,0.0877658867577896,48.360,4.217,2.880.848.828,6.3,28.0,43.0,71.0,69.8,9.0
37,FROTO,"FROTO - Ford Otosan 
	Hisse Senedi",2026/6,June,27.524.063.000,False,378.673.600.000,0.0726854552311014,0.1028858575941055,266.692,111.982,38.099.705.000,36.7,31.0,41.0,72.0,138.4,41.9
38,EFOR,"EFOR - Efor Yat. San. 
	Hisse Senedi",2026/6,June,1.179.094.616,False,45.116.900.000,0.026134211703375,0.1942477740863722,42.253,2.864,1.136.873.813,34.9,59.0,16.0,75.0,96.4,47.2
39,AGHOL,"AGHOL - Anadolu Grubu Holding 
	Hisse Senedi",2026/6,June,18.591.195.000,False,180.415.456.817,0.1030465755427982,0.0587915450201582,82.948,97.468,42.198.142.000,3.5,21.0,56.0,77.0,227.0,30.8
40,TABGD,"TABGD - Tab Gıda 
	Hisse Senedi",2026/6,June,3.357.226.000,False,61.918.860.000,0.0542197643819669,0.10293662688742,60.097,1.822,1.869.269.000,5.2,41.0,40.0,81.0,55.7,5.6
41,ENKAI,"ENKAI - Enka İnşaat 
	Hisse Senedi",2026/6,June,27.709.033.000,False,339.763.200.000,0.0815539558139315,0.0605785682532935,512.100,-172.337,2.422.422.000,25.0,27.0,54.0,81.0,8.7,-37.7
42,CIMSA,"CIMSA - Çimsa 
	Hisse Senedi",2026/6,June,4.366.096.000,False,65.325.724.004,0.0668357843187059,0.0844197447679471,39.072,26.254,1.939.705.000,8.0,37.0,44.0,81.0,44.4,50.8
43,ASELS,"ASELS - Aselsan 
	Hisse Senedi",2026/6,June,48.613.117.000,False,1.733.564.400.000,0.0280422907853899,0.1486466792520939,1.699.740,33.824,9.659.813.000,281.3,57.0,24.0,81.0,19.9,10.3
44,AKSEN,"AKSEN - Aksa Enerji 
	Hisse Senedi",2026/6,June,9.558.170.230,False,139.987.105.193,0.0682789333831487,0.0831511801632379,80.509,59.478,2.992.461.836,18.2,36.0,47.0,83.0,31.3,51.7
45,ALKLC,"ALKLC - Altınkılıç Gıda 
	Hisse Senedi",2026/6,June,618.838.065,False,45.507.800.000,0.0135985054210487,0.1654180602867963,42.476,3.032,1.216.545.328,14.4,63.0,21.0,84.0,196.6,81.0
46,KRDMD,"KRDMD - Kardemir (D) 
	Hisse Senedi",2026/6,June,3.432.029.164,False,34.562.848.592,0.0992982148114808,0.0287096591723832,34.346,217,2.977.696.401,52.3,23.0,63.0,86.0,86.8,0.2
47,NUHCM,"NUHCM - Nuh Çimento 
	Hisse Senedi",2026/6,June,1.776.217.582,False,25.909.317.120,0.0685551677712453,0.0697544869005849,30.674,-4.764,358.223.798,0.3,35.0,52.0,87.0,20.2,-18.7
48,LYDHO,"LYDHO - Lydia Holding 
	Hisse Senedi",2026/6,June,1.084.094.403,False,31.895.183.081,0.0339892829664913,0.1177860432566358,33.105,-1.210,12.130.652,1.5,54.0,34.0,88.0,1.1,-13.1
49,BRSAN,"BRSAN - Borusan Birleşik Boru Fab. 
	Hisse Senedi",2026/6,June,4.527.097.000,False,100.318.972.185,0.0451270273350913,0.0921514911184109,92.931,7.388,1.130.799.000,28.1,47.0,42.0,89.0,25.0,15.0
50,CEMZY,"CEMZY - Cem Zeytin 
	Hisse Senedi",2026/6,June,526.947.439,False,26.456.600.000,0.0199174285055524,0.1120057544289746,26.496,-39,308.788.603,10.3,61.0,35.0,96.0,58.6,-0.8
51,KCHOL,"KCHOL - Koç Holding 
	Hisse Senedi",2026/6,June,151.850.000.000,False,3.806.772.311.335,0.039889435874022,0.076923232791941,544.457,3.262.315,89.148.000.000,115.2,49.0,48.0,97.0,58.7,165.3
52,THYAO,"THYAO - Türk Hava Yolları 
	Hisse Senedi",2026/6,June,60.502.000.000,False,1.014.373.000.000,0.0596447263481973,0.0338634893129241,393.990,620.383,38.145.000.000,328.2,39.0,61.0,100.0,63.0,34.7
53,BIMAS,"BIMAS - Bim Birleşik Mağazalar A.Ş 
	Hisse Senedi",2026/6,June,20.822.769.000,False,536.087.100.000,0.0388421377794765,0.074221201795418,503.700,32.387,8.853.042.000,84.5,51.0,49.0,100.0,42.5,11.5
54,ENERY,"ENERY - Enerya Enerji 
	Hisse Senedi",2026/6,June,5.374.384.980,False,110.709.600.000,0.0485448866222983,0.0535161864211642,115.650,-4.940,661.013.660,13.1,44.0,57.0,101.0,12.3,-4.9
55,SAHOL,"SAHOL - Sabancı Holding 
	Hisse Senedi",2026/6,June,98.671.019.000,False,3.297.791.904.086,0.0299203290776887,0.0844012202851666,184.938,3.112.854,20.553.199.000,66.4,56.0,45.0,101.0,20.8,266.3
56,TOASO,"TOASO - Tofaş Fabrika 
	Hisse Senedi",2026/6,June,7.369.281.000,False,201.384.200.000,0.0365931438514044,0.0730850138303329,142.250,59.134,3.331.377.000,23.8,53.0,51.0,104.0,45.2,58.6
57,ISDMR,"ISDMR - İskenderun Demir Çelik 
	Hisse Senedi",2026/6,June,8.164.848.000,False,176.055.300.000,0.046376610076493,0.0440065254618923,178.785,-2.730,2.779.520.000,2.0,46.0,60.0,106.0,34.0,-1.5
58,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/6,June,9.504.573.000,False,252.544.113.066,0.0376352981846204,0.0593858582829186,58.890,193.654,37.304.743.000,3.3,52.0,55.0,107.0,392.5,121.0
59,AKCNS,"AKCNS - Akçansa 
	Hisse Senedi",2026/6,June,1.198.152.000,False,39.022.584.252,0.0307040659391215,0.0459117391731685,38.577,446,1.082.387.000,2.6,55.0,59.0,114.0,90.3,1.7
60,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/6,June,11.450.867.000,False,294.452.300.000,0.0388886994599804,0.0261125502572378,254.940,39.512,14.182.278.000,125.7,50.0,65.0,115.0,123.9,9.0
61,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/6,June,816.604.057,False,69.602.000.000,0.0117324797706962,0.0669231020552063,65.934,3.668,606.437.861,14.8,65.0,53.0,118.0,74.3,30.1
62,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/6,June,416.148.707,False,69.353.200.000,0.0060004254598201,0.0741074420790651,66.066,3.287,495.242.980,19.6,68.0,50.0,118.0,119.0,58.5
63,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2026/6,June,1.628.500.000,False,61.946.300.000,0.0262888986105707,0.0250639785563773,68.802,-6.856,726.222.000,6.4,58.0,66.0,124.0,44.6,-10.6
64,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/6,June,593.529.812,False,55.541.900.000,0.0106861632749329,0.0473764234879659,51.824,3.718,2.232.438.924,11.5,66.0,58.0,124.0,376.1,29.7
65,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/6,June,6.505.131.095,False,258.893.600.000,0.0251266585771143,0.0197079296872927,73.800,185.094,15.105.858.549,36.4,60.0,67.0,127.0,232.2,56.1
66,AKFYE,"AKFYE - Akfen Yenilenebilir Enerji 
	Hisse Senedi",2026/6,June,2.164.023.000,False,169.346.542.872,0.0127786665337223,0.0282102179634631,157.999,11.348,2.234.036.000,5.8,64.0,64.0,128.0,103.2,14.8
67,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/6,June,163.949.433,False,38.879.000.000,0.0042169148640654,0.031128704143839,37.262,1.617,318.450.606,37.9,69.0,62.0,131.0,194.2,30.7
68,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/6,June,3.978.002.000,False,259.534.638.194,0.0153274415611162,0.0130983071911711,123.380,136.155,29.594.655.000,178.2,62.0,69.0,131.0,744.0,44.8
69,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/6,June,278.500.000,False,42.992.056.000,0.0064779409479742,0.003643140841588,41.527,1.465,838.782.000,7.2,67.0,72.0,139.0,301.2,1.9
70,TEHOL,"TEHOL - Tera Holding 
	Hisse Senedi",2026/6,June,116.070.117,False,64.977.899.200,0.001786301472178,0.0114520929130293,69.615,-4.637,1.917.747.825,40.9,70.0,70.0,140.0,1652.2,-45.8
71,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2026/6,June,115.743.507,False,260.358.675.000,0.0004445540637353,0.0178853287667519,259.179,1.180,417.239.874,42.0,73.0,68.0,141.0,360.5,18.2
72,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/6,June,122.815.328,False,87.579.900.000,0.0014023232271331,0.0050795544829494,80.358,7.222,1.587.877.194,12.8,71.0,71.0,142.0,1292.9,29.9
73,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/6,June,269.730.000,False,264.683.140.905,0.0010190675502688,0.0006908344458726,121.365,143.319,27.773.232.000,56.4,72.0,73.0,145.0,10296.7,36.7
74,TRHOL,"TRHOL - Tera Finansal Yat. Holding 
	Hisse Senedi",2026/6,June,-56.844.619,False,88.668.800.000,-0.0006410893008589,-0.0071623411119307,98.475,-9.806,13.464.765,13.1,74.0,74.0,148.0,-23.7,-123.6
75,TKFEN,"TKFEN - Tekfen Holding 
	Hisse Senedi",2026/6,June,-296.431.000,False,98.657.600.000,-0.0030046443456966,-0.007213022241257,90.576,8.082,3.557.444.000,25.2,77.0,75.0,152.0,-1200.1,19.7
76,ODINE,"ODINE - Odine Solutions 
	Hisse Senedi",2026/6,June,-71.279.654,False,50.430.525.000,-0.0014134228029551,-0.0705079559153038,51.079,-648,33.601.425,21.2,75.0,80.0,155.0,-47.1,-64.1
77,VERUS,"VERUS - Verusa Holding 
	Hisse Senedi",2026/6,June,-161.636.643,False,30.479.000.000,-0.0053032134584468,-0.0209757229547582,34.720,-4.241,491.219.621,1.4,79.0,77.0,156.0,-303.9,-55.0
78,ALARK,"ALARK - Alarko Holding 
	Hisse Senedi",2026/6,June,-1.120.055.000,False,59.869.200.000,-0.018708367574646,-0.0100446626548221,44.953,14.917,5.281.687.000,9.9,80.0,76.0,156.0,-471.6,13.4
79,KENT,"KENT - Kent Gıda 
	Hisse Senedi",2026/6,June,-415.913.505,False,104.279.000.000,-0.0039884684835873,-0.0529163673756306,104.280,-1,668.321.090,0.0,78.0,79.0,157.0,-160.7,-0.0
80,IEYHO,"IEYHO - Işıklar Enerji ve Yapı Holding 
	Hisse Senedi",2026/6,June,-166.299.073,False,91.158.404.463,-0.0018242867893557,-0.079847508270433,91.161,-3,144.196.463,20.9,76.0,81.0,157.0,-86.7,-0.1
81,KLYPV,"KLYPV - Kalyon Güneş Teknolojileri 
	Hisse Senedi",2026/6,June,-967.196.673,False,39.659.416.143,-0.0243875671169469,-0.0355202890803022,25.925,13.734,1.659.125.148,3.2,81.0,78.0,159.0,-171.5,50.4
82,TTRAK,"TTRAK - Türk Traktör 
	Hisse Senedi",2026/6,June,-1.554.592.690,False,51.718.572.344,-0.0300586930294077,-0.1043518634342951,42.754,8.965,4.274.619.629,1.2,82.0,84.0,166.0,-275.0,60.2
83,PETKM,"PETKM - Petkim 
	Hisse Senedi",2026/6,June,-9.594.053.000,False,103.434.636.000,-0.092754742231606,-0.0886360131139185,54.338,49.097,11.443.347.000,39.4,85.0,82.0,167.0,-119.3,45.4
84,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/6,June,-2.637.098.000,False,79.470.900.000,-0.033183190325012,-0.1079186069400093,36.570,42.901,11.221.191.000,5.7,83.0,85.0,168.0,-425.5,175.6
85,MGROS,"MGROS - Migros 
	Hisse Senedi",2026/6,June,-10.610.088.000,False,101.503.572.325,-0.1045292077605703,-0.1023836688961611,95.053,6.450,10.893.011.000,36.7,86.0,83.0,169.0,-102.7,6.2
86,ANELE,"ANELE - Anel Elektrik 
	Hisse Senedi",2026/6,June,-1.833.036.731,False,27.712.300.000,-0.0661452398754343,-2.1709415749517795,27.852,-139,394.374.066,16.8,84.0,87.0,171.0,-21.5,-16.5
87,SOKM,"SOKM - Şok Marketler 
	Hisse Senedi",2026/6,June,-7.299.918.405,False,34.487.852.470,-0.2116663660419367,-0.1754125941206335,34.885,-398,8.613.465.602,6.2,87.0,86.0,173.0,-118.0,-1.0
